Price,Close
Ticker,AAPL
Date,
2015-01-02,24.237546920776367
2015-01-05,23.55473518371582
2015-01-06,23.556955337524414
2015-01-07,23.88728141784668
2015-01-08,24.805084228515625
2015-01-09,24.831689834594727
2015-01-12,24.219818115234375
2015-01-13,24.434856414794922
2015-01-14,24.341745376586914
2015-01-15,23.681102752685547
2015-01-16,23.49710464477539
2015-01-20,24.10231590270996
2015-01-21,24.28631591796875
2015-01-22,24.91814613342285
2015-01-23,25.04672622680664
2015-01-26,25.073331832885742
2015-01-27,24.195423126220703
2015-01-28,25.563268661499023
2015-01-29,26.359142303466797
2015-01-30,25.973398208618164
2015-02-02,26.299283981323242
2015-02-03,26.3037109375
2015-02-04,26.505460739135742
2015-02-05,26.69463539123535
2015-02-06,26.469852447509766
2015-02-09,26.64566993713379
2015-02-10,27.157583236694336
2015-02-11,27.79411506652832
2015-02-12,28.145767211914062
2015-02-13,28.28376579284668
2015-02-17,28.450693130493164
2015-02-18,28.648773193359375
2015-02-19,28.58867645263672
2015-02-20,28.822378158569336
2015-02-23,29.601362228393555
2015-02-24,29.416622161865234
2015-02-25,28.664342880249023
2015-02-26,29.027132034301758
2015-02-27,28.590909957885742
2015-03-02,28.73112678527832
2015-03-03,28.791213989257812
2015-03-04,28.608705520629883
2015-03-05,28.1346435546875
2015-03-06,28.17692756652832
2015-03-09,28.297117233276367
2015-03-10,27.71177101135254
2015-03-11,27.206539154052734
2015-03-12,27.698408126831055
2015-03-13,27.50701332092285
2015-03-16,27.8096981048584
2015-03-17,28.274860382080078
2015-03-18,28.5931339263916
2015-03-19,28.377243041992188
2015-03-20,28.02113151550293
2015-03-23,28.312700271606445
2015-03-24,28.196964263916016
2015-03-25,27.46027183532715
2015-03-26,27.651674270629883
2015-03-27,27.431331634521484
2015-03-30,28.125749588012695
2015-03-31,27.69396209716797
2015-04-01,27.653902053833008
2015-04-02,27.892047882080078
2015-04-06,28.343854904174805
2015-04-07,28.045621871948242
2015-04-08,27.954362869262695
2015-04-09,28.16802406311035
2015-04-10,28.288217544555664
2015-04-13,28.23257827758789
2015-04-14,28.11016273498535
2015-04-15,28.216995239257812
2015-04-16,28.081228256225586
2015-04-17,27.765186309814453
2015-04-20,28.399503707885742
2015-04-21,28.245929718017578
2015-04-22,28.62651824951172
2015-04-23,28.860210418701172
2015-04-24,28.995981216430664
2015-04-27,29.523454666137695
2015-04-28,29.05829620361328
2015-04-29,28.630970001220703
2015-04-30,27.85421371459961
2015-05-01,28.69995880126953
2015-05-04,28.644319534301758
2015-05-05,27.998886108398438
2015-05-06,27.82305145263672
2015-05-07,27.995153427124023
2015-05-08,28.522594451904297
2015-05-11,28.23204803466797
2015-05-12,28.1314697265625
2015-05-13,28.16277313232422
2015-05-14,28.819839477539062
2015-05-15,28.779617309570312
2015-05-18,29.096981048583984
2015-05-19,29.070161819458008
2015-05-20,29.06792640686035
2015-05-21,29.365182876586914
2015-05-22,29.622194290161133
2015-05-26,28.96958351135254
2015-05-27,29.510440826416016
2015-05-28,29.45233726501465
2015-05-29,29.117097854614258
2015-06-01,29.175203323364258
2015-06-02,29.045583724975586
2015-06-03,29.081336975097656
2015-06-04,28.91147804260254
2015-06-05,28.752796173095703
2015-06-08,28.562824249267578
2015-06-09,28.47789192199707
2015-06-10,28.8042049407959
2015-06-11,28.739391326904297
2015-06-12,28.422021865844727
2015-06-15,28.36614990234375
2015-06-16,28.518129348754883
2015-06-17,28.451080322265625
2015-06-18,28.58070945739746
2015-06-19,28.294626235961914
2015-06-22,28.520360946655273
2015-06-23,28.39073371887207
2015-06-24,28.632108688354492
2015-06-25,28.49577522277832
2015-06-26,28.328153610229492
2015-06-29,27.831987380981445
2015-06-30,28.033143997192383
2015-07-01,28.294626235961914
2015-07-02,28.258867263793945
2015-07-06,28.160533905029297
2015-07-07,28.091245651245117
2015-07-08,27.393938064575195
2015-07-09,26.835201263427734
2015-07-10,27.552621841430664
2015-07-13,28.084545135498047
2015-07-14,28.073373794555664
2015-07-15,28.343801498413086
2015-07-16,28.721500396728516
2015-07-17,28.96958351135254
2015-07-20,29.517162322998047
2015-07-21,29.222145080566406
2015-07-22,27.986207962036133
2015-07-23,27.97279930114746
2015-07-24,27.82528305053711
2015-07-27,27.438642501831055
2015-07-28,27.574974060058594
2015-07-29,27.487812042236328
2015-07-30,27.3492374420166
2015-07-31,27.110095977783203
2015-08-03,26.470901489257812
2015-08-04,25.621610641479492
2015-08-05,25.79146957397461
2015-08-06,25.847591400146484
2015-08-07,25.935150146484375
2015-08-10,26.878084182739258
2015-08-11,25.479406356811523
2015-08-12,25.872297286987305
2015-08-13,25.852092742919922
2015-08-14,26.0339412689209
2015-08-17,26.3033504486084
2015-08-18,26.155174255371094
2015-08-19,25.820659637451172
2015-08-20,25.29081916809082
2015-08-21,23.74395751953125
2015-08-24,23.15125846862793
2015-08-25,23.290454864501953
2015-08-26,24.62627410888672
2015-08-27,25.3514347076416
2015-08-28,25.43450164794922
2015-08-31,25.31551170349121
2015-09-01,24.183996200561523
2015-09-02,25.22121810913086
2015-09-03,24.778940200805664
2015-09-04,24.5319881439209
2015-09-08,25.2144832611084
2015-09-09,24.72955322265625
2015-09-10,25.272863388061523
